country,dataDate,confirmed
Belarus,2020-10-27,94609
Belarus,2020-10-28,95545
Belarus,2020-10-29,96529
Belarus,2020-10-30,97499
Belarus,2020-10-31,98482
Belarus,2020-11-01,99459
Belarus,2020-11-02,100400
Belarus,2020-11-03,101329
Belarus,2020-11-04,102313
Belarus,2020-11-05,103295
Belarus,2020-11-06,104286
Belarus,2020-11-07,105283
Belarus,2020-11-08,106279
Belarus,2020-11-09,107262
Belarus,2020-11-10,108300
Belarus,2020-11-11,109357
Belarus,2020-11-12,110455
Belarus,2020-11-13,111622
Belarus,2020-11-14,112870
Belarus,2020-11-15,114185
Belarus,2020-11-16,115448
Belarus,2020-11-17,116699
Belarus,2020-11-18,118008
Belarus,2020-11-19,119390
Belarus,2020-11-20,120847
Belarus,2020-11-21,122435
Belarus,2020-11-22,123999
Belarus,2020-11-23,125482
Belarus,2020-11-24,126953
Belarus,2020-11-25,128449
Belarus,2020-11-26,130012
Belarus,2020-11-27,131633
Belarus,2020-11-28,133324
Belarus,2020-11-29,135008
Belarus,2020-11-30,136647
Belarus,2020-12-01,138219
Belarus,2020-12-02,139908
Belarus,2020-12-03,141609
Belarus,2020-12-04,143383
Belarus,2020-12-05,145279
Belarus,2020-12-06,147157
Belarus,2020-12-07,148953
Belarus,2020-12-08,150602
Belarus,2020-12-09,152453
Belarus,2020-12-10,154392
Belarus,2020-12-11,156359
Belarus,2020-12-12,158334
Belarus,2020-12-13,160295
Belarus,2020-12-14,162148
Belarus,2020-12-15,164059
Belarus,2020-12-16,165897
Belarus,2020-12-17,167731
Belarus,2020-12-18,169648
Belarus,2020-12-19,171579
Belarus,2020-12-20,173523
Belarus,2020-12-21,175416
Belarus,2020-12-22,177274
Belarus,2020-12-23,179196
Belarus,2020-12-24,181113
Belarus,2020-12-25,183006
Belarus,2020-12-26,184922
Belarus,2020-12-27,186747
Belarus,2020-12-28,188588
Belarus,2020-12-29,190404
Belarus,2020-12-30,192361
Belarus,2020-12-31,194284
Belarus,2021-01-01,196223
Belarus,2021-01-02,198125
Belarus,2021-01-03,199962
Belarus,2021-01-04,201831
Belarus,2021-01-05,203104
Belarus,2021-01-06,204958
Belarus,2021-01-07,206796
Belarus,2021-01-08,208601
Belarus,2021-01-09,210368
Belarus,2021-01-10,212201
Belarus,2021-01-11,213993
Belarus,2021-01-12,215724
Belarus,2021-01-13,217696
Belarus,2021-01-14,219663
Belarus,2021-01-15,221604
Belarus,2021-01-16,223537
Belarus,2021-01-17,225461
Belarus,2021-01-18,227360
Belarus,2021-01-19,228716
Belarus,2021-01-20,230494
Belarus,2021-01-21,232298
Belarus,2021-01-22,234111
Belarus,2021-01-23,235859
Belarus,2021-01-24,237611
Belarus,2021-01-25,238635
Belarus,2021-01-26,239482
Belarus,2021-01-27,241133
Belarus,2021-01-28,242851
Belarus,2021-01-29,244718
Belarus,2021-01-30,246570
Belarus,2021-01-31,248336
Belarus,2021-02-01,249295
Belarus,2021-02-02,249994
Belarus,2021-02-03,251705
Belarus,2021-02-04,253413
Belarus,2021-02-05,255172
Belarus,2021-02-06,256959
Belarus,2021-02-07,258691
Belarus,2021-02-08,259499
Belarus,2021-02-09,260060
Belarus,2021-02-10,261859
Belarus,2021-02-11,263551
Belarus,2021-02-12,265284
Belarus,2021-02-13,267029
Belarus,2021-02-14,268687
Belarus,2021-02-15,269787
Belarus,2021-02-16,270921
Belarus,2021-02-17,272273
Belarus,2021-02-18,273659
Belarus,2021-02-19,275322
Belarus,2021-02-20,276990
Belarus,2021-02-21,278312
Belarus,2021-02-22,279456
Belarus,2021-02-23,280428
Belarus,2021-02-24,281707
Belarus,2021-02-25,282898
Belarus,2021-02-26,284500
Belarus,2021-02-27,285959
Belarus,2021-02-28,287306
Belarus,2021-03-01,288267
Belarus,2021-03-02,289136
Belarus,2021-03-03,290447
Belarus,2021-03-04,291621
Belarus,2021-03-05,293103
Belarus,2021-03-06,294432
Belarus,2021-03-07,295511
Belarus,2021-03-08,296441
Belarus,2021-03-09,297514
Belarus,2021-03-10,298123
Belarus,2021-03-11,298960
Belarus,2021-03-12,300146
Belarus,2021-03-13,301328
Belarus,2021-03-14,302323
Belarus,2021-03-15,303270
Belarus,2021-03-16,304146
Belarus,2021-03-17,305270
Belarus,2021-03-18,306524
Belarus,2021-03-19,307938
Belarus,2021-03-20,309293
Belarus,2021-03-21,310445
Belarus,2021-03-22,311428
Belarus,2021-03-23,312474
Belarus,2021-03-24,313852
Belarus,2021-03-25,314993
Belarus,2021-03-26,316418
Belarus,2021-03-27,317631
Belarus,2021-03-28,318681
Belarus,2021-03-29,319599
Belarus,2021-03-30,320594
Belarus,2021-03-31,321807
Belarus,2021-04-01,323043
Belarus,2021-04-02,324694
Belarus,2021-04-03,326065
Belarus,2021-04-04,327304
Belarus,2021-04-05,328290
Belarus,2021-04-06,329258
Belarus,2021-04-07,330536
Belarus,2021-04-08,331808
Belarus,2021-04-09,333430
Belarus,2021-04-10,334863
Belarus,2021-04-11,336038
Belarus,2021-04-12,336881
Belgium,2020-01-22,0
Belgium,2020-01-23,0
Belgium,2020-01-24,0
Belgium,2020-01-25,0
Belgium,2020-01-26,0
Belgium,2020-01-27,0
Belgium,2020-01-28,0
Belgium,2020-01-29,0
Belgium,2020-01-30,0
Belgium,2020-01-31,0
Belgium,2020-02-01,0
Belgium,2020-02-02,0
Belgium,2020-02-03,0
Belgium,2020-02-04,1
Belgium,2020-02-05,1
Belgium,2020-02-06,1
Belgium,2020-02-07,1
Belgium,2020-02-08,1
Belgium,2020-02-09,1
Belgium,2020-02-10,1
Belgium,2020-02-11,1
Belgium,2020-02-12,1
Belgium,2020-02-13,1
Belgium,2020-02-14,1
Belgium,2020-02-15,1
Belgium,2020-02-16,1
Belgium,2020-02-17,1
Belgium,2020-02-18,1
Belgium,2020-02-19,1
Belgium,2020-02-20,1
Belgium,2020-02-21,1
Belgium,2020-02-22,1
Belgium,2020-02-23,1
Belgium,2020-02-24,1
Belgium,2020-02-25,1
Belgium,2020-02-26,1
Belgium,2020-02-27,1
Belgium,2020-02-28,1
Belgium,2020-02-29,1
Belgium,2020-03-01,2
Belgium,2020-03-02,8
Belgium,2020-03-03,13
Belgium,2020-03-04,23
Belgium,2020-03-05,50
Belgium,2020-03-06,109
Belgium,2020-03-07,169
Belgium,2020-03-08,200
Belgium,2020-03-09,239
Belgium,2020-03-10,267
Belgium,2020-03-11,314
Belgium,2020-03-12,314
Belgium,2020-03-13,559
Belgium,2020-03-14,689
Belgium,2020-03-15,886
Belgium,2020-03-16,1058
Belgium,2020-03-17,1243
Belgium,2020-03-18,1486
Belgium,2020-03-19,1795
Belgium,2020-03-20,2257
Belgium,2020-03-21,2815
Belgium,2020-03-22,3401
Belgium,2020-03-23,3743
Belgium,2020-03-24,4269
Belgium,2020-03-25,4937
Belgium,2020-03-26,6235
Belgium,2020-03-27,7284
Belgium,2020-03-28,9134
Belgium,2020-03-29,10836
Belgium,2020-03-30,11899
Belgium,2020-03-31,12775
Belgium,2020-04-01,13964
Belgium,2020-04-02,15348
Belgium,2020-04-03,16770
Belgium,2020-04-04,18431
Belgium,2020-04-05,19691
Belgium,2020-04-06,20814
Belgium,2020-04-07,22194
Belgium,2020-04-08,23403
Belgium,2020-04-09,24983
Belgium,2020-04-10,26667
Belgium,2020-04-11,28018
Belgium,2020-04-12,29647
Belgium,2020-04-13,30589
Belgium,2020-04-14,31119
Belgium,2020-04-15,33573
Belgium,2020-04-16,34809
Belgium,2020-04-17,36138
Belgium,2020-04-18,37183
Belgium,2020-04-19,38496
Belgium,2020-04-20,39983
Belgium,2020-04-21,40956
Belgium,2020-04-22,41889
Belgium,2020-04-23,42797
Belgium,2020-04-24,44293
Belgium,2020-04-25,45325
Belgium,2020-04-26,46134
Belgium,2020-04-27,46687
Belgium,2020-04-28,47334
Belgium,2020-04-29,47859
Belgium,2020-04-30,48519
Belgium,2020-05-01,49032
Belgium,2020-05-02,49517
Belgium,2020-05-03,49906
Belgium,2020-05-04,50267
Belgium,2020-05-05,50509
Belgium,2020-05-06,50781
Belgium,2020-05-07,51420
Belgium,2020-05-08,52011
Belgium,2020-05-09,52596
Belgium,2020-05-10,53081
Belgium,2020-05-11,53449
Belgium,2020-05-12,53779
Belgium,2020-05-13,53981
Belgium,2020-05-14,54288
Belgium,2020-05-15,54644
Belgium,2020-05-16,54989
Belgium,2020-05-17,55280
Belgium,2020-05-18,55559
Belgium,2020-05-19,55791
Belgium,2020-05-20,55983
Belgium,2020-05-21,56235
Belgium,2020-05-22,56511
Belgium,2020-05-23,56810
Belgium,2020-05-24,57092
Belgium,2020-05-25,57342
Belgium,2020-05-26,57455
Belgium,2020-05-27,57592
Belgium,2020-05-28,57849
Belgium,2020-05-29,58061
Belgium,2020-05-30,58186
Belgium,2020-05-31,58381
Belgium,2020-06-01,58517
Belgium,2020-06-02,58615
Belgium,2020-06-03,58685
Belgium,2020-06-04,58767
Belgium,2020-06-05,58907
Belgium,2020-06-06,59072
Belgium,2020-06-07,59226
Belgium,2020-06-08,59348
Belgium,2020-06-09,59437
Belgium,2020-06-10,59569
Belgium,2020-06-11,59711
Belgium,2020-06-12,59819
Belgium,2020-06-13,59918
Belgium,2020-06-14,60029
Belgium,2020-06-15,60100
Belgium,2020-06-16,60155
Belgium,2020-06-17,60244
Belgium,2020-06-18,60348
Belgium,2020-06-19,60476
Belgium,2020-06-20,60550
Belgium,2020-06-21,60550
Belgium,2020-06-22,60550
Belgium,2020-06-23,60810
Belgium,2020-06-24,60898
Belgium,2020-06-25,61007
Belgium,2020-06-26,61106
Belgium,2020-06-27,61209
Belgium,2020-06-28,61295
Belgium,2020-06-29,61361
Belgium,2020-06-30,61427
Belgium,2020-07-01,61509
Belgium,2020-07-02,61598
Belgium,2020-07-03,61727
Belgium,2020-07-04,61838
Belgium,2020-07-05,62016
Belgium,2020-07-06,62058
Belgium,2020-07-07,62058
Belgium,2020-07-08,62123
Belgium,2020-07-09,62210
Belgium,2020-07-10,62357
Belgium,2020-07-11,62469
Belgium,2020-07-12,62707
Belgium,2020-07-13,62707
Belgium,2020-07-14,62781
Belgium,2020-07-15,62872
Belgium,2020-07-16,63238
Belgium,2020-07-17,63499
Belgium,2020-07-18,63706
Belgium,2020-07-19,63706
Belgium,2020-07-20,64094
Belgium,2020-07-21,64258
Belgium,2020-07-22,64627
Belgium,2020-07-23,64847
Belgium,2020-07-24,65199
Belgium,2020-07-25,65727
Belgium,2020-07-26,66026
Belgium,2020-07-27,66428
Belgium,2020-07-28,66662
Belgium,2020-07-29,67335
Belgium,2020-07-30,68006
Belgium,2020-07-31,68751
Belgium,2020-08-01,69402
Belgium,2020-08-02,69849
Belgium,2020-08-03,70314
Belgium,2020-08-04,70648
Belgium,2020-08-05,71158
Belgium,2020-08-06,72016
Belgium,2020-08-07,72784
Belgium,2020-08-08,73401
Belgium,2020-08-09,74152
Belgium,2020-08-10,74620
Belgium,2020-08-11,75008
Belgium,2020-08-12,75647
Belgium,2020-08-13,76191
Belgium,2020-08-14,77113
Belgium,2020-08-15,77869
Belgium,2020-08-16,78323
Belgium,2020-08-17,78534
Belgium,2020-08-18,78897
Belgium,2020-08-19,79479
Belgium,2020-08-20,80178
Belgium,2020-08-21,80894
Belgium,2020-08-22,81468
Belgium,2020-08-23,81936
Belgium,2020-08-24,82092
Belgium,2020-08-25,82447
Belgium,2020-08-26,83030
Belgium,2020-08-27,83500
Belgium,2020-08-28,83952
Belgium,2020-08-29,84599
Belgium,2020-08-30,85042
Belgium,2020-08-31,85236
Belgium,2020-09-01,85487
Belgium,2020-09-02,85911
Belgium,2020-09-03,86544
Belgium,2020-09-04,87174
Belgium,2020-09-05,87825
Belgium,2020-09-06,88367
Belgium,2020-09-07,88769
Belgium,2020-09-08,89141
Belgium,2020-09-09,89691
Belgium,2020-09-10,90568
Belgium,2020-09-11,91537
Belgium,2020-09-12,92478
Belgium,2020-09-13,93455
Belgium,2020-09-14,94306
Belgium,2020-09-15,94795
Belgium,2020-09-16,95948
Belgium,2020-09-17,97976
Belgium,2020-09-18,99649
Belgium,2020-09-19,100748
Belgium,2020-09-20,102295
Belgium,2020-09-21,103392
Belgium,2020-09-22,105226
Belgium,2020-09-23,106887
Belgium,2020-09-24,108768
Belgium,2020-09-25,110976
Belgium,2020-09-26,112803
Belgium,2020-09-27,114179
Belgium,2020-09-28,115353
Belgium,2020-09-29,117115
Belgium,2020-09-30,118452
Belgium,2020-10-01,121059
Belgium,2020-10-02,124234
Belgium,2020-10-03,127623
Belgium,2020-10-04,130235
Belgium,2020-10-05,132203
Belgium,2020-10-06,134291
Belgium,2020-10-07,137868
Belgium,2020-10-08,143596
Belgium,2020-10-09,148981
Belgium,2020-10-10,156931
Belgium,2020-10-11,162258
Belgium,2020-10-12,165880
Belgium,2020-10-13,173240
Belgium,2020-10-14,181511
Belgium,2020-10-15,191959
Belgium,2020-10-16,202151
Belgium,2020-10-17,213115
Belgium,2020-10-18,222253
Belgium,2020-10-19,230480
Belgium,2020-10-20,240159
Belgium,2020-10-21,253386
Belgium,2020-10-22,270132
Belgium,2020-10-23,287700
Belgium,2020-10-24,305409
Belgium,2020-10-25,321031
Belgium,2020-10-26,333718
Belgium,2020-10-27,347289
Belgium,2020-10-28,368337
Belgium,2020-10-29,392258
Belgium,2020-10-30,412314
Belgium,2020-10-31,429229
Belgium,2020-11-01,441018
Belgium,2020-11-02,447355
Belgium,2020-11-03,452541
Belgium,2020-11-04,468213
Belgium,2020-11-05,479341
Belgium,2020-11-06,488044
Belgium,2020-11-07,494168
Belgium,2020-11-08,500789
Belgium,2020-11-09,503182
Belgium,2020-11-10,507475
Belgium,2020-11-11,515391
Belgium,2020-11-12,520393
Belgium,2020-11-13,525012
Belgium,2020-11-14,531280
Belgium,2020-11-15,535939
Belgium,2020-11-16,537871
Belgium,2020-11-17,540605
Belgium,2020-11-18,545787
Belgium,2020-11-19,550264
Belgium,2020-11-20,553680
Belgium,2020-11-21,556904
Belgium,2020-11-22,558779
Belgium,2020-11-23,559902
Belgium,2020-11-24,561803
Belgium,2020-11-25,564967
Belgium,2020-11-26,567532
Belgium,2020-11-27,570829
Belgium,2020-11-28,574448
Belgium,2020-11-29,576599
Belgium,2020-11-30,577345
Belgium,2020-12-01,579212
Belgium,2020-12-02,582252
Belgium,2020-12-03,584857
Belgium,2020-12-04,587439
Belgium,2020-12-05,589942
Belgium,2020-12-06,591756
Belgium,2020-12-07,592615
Belgium,2020-12-08,594572
Belgium,2020-12-09,597643
Belgium,2020-12-10,600397
Belgium,2020-12-11,600397
Belgium,2020-12-12,603159
Belgium,2020-12-13,608137
Belgium,2020-12-14,609211
Belgium,2020-12-15,611422
Belgium,2020-12-16,615058
Belgium,2020-12-17,618204
Belgium,2020-12-18,621039
Belgium,2020-12-19,623760
Belgium,2020-12-20,625930
Belgium,2020-12-21,626911
Belgium,2020-12-22,629109
Belgium,2020-12-23,632321
Belgium,2020-12-24,634904
Belgium,2020-12-25,637246
Belgium,2020-12-26,638030
Belgium,2020-12-27,638877
Belgium,2020-12-28,639734
Belgium,2020-12-29,641411
Belgium,2020-12-30,644242
Belgium,2020-12-31,646496
Belgium,2021-01-01,648289
Belgium,2021-01-02,649169
Belgium,2021-01-03,650011
Belgium,2021-01-04,650887
Belgium,2021-01-05,652735
Belgium,2021-01-06,655732
Belgium,2021-01-07,658655
Belgium,2021-01-08,660703
Belgium,2021-01-09,662694
Belgium,2021-01-10,664263
Belgium,2021-01-11,665223
Belgium,2021-01-12,667322
Belgium,2021-01-13,670249
Belgium,2021-01-14,672886
Belgium,2021-01-15,675089
Belgium,2021-01-16,677209
Belgium,2021-01-17,678839
Belgium,2021-01-18,679771
Belgium,2021-01-19,681250
Belgium,2021-01-20,684256
Belgium,2021-01-21,686827
Belgium,2021-01-22,689271
Belgium,2021-01-23,691854
Belgium,2021-01-24,693666
Belgium,2021-01-25,694858
Belgium,2021-01-26,696642
Belgium,2021-01-27,699662
Belgium,2021-01-28,702437
Belgium,2021-01-29,705120
Belgium,2021-01-30,707837
Belgium,2021-01-31,710153
Belgium,2021-02-01,711417
Belgium,2021-02-02,713271
Belgium,2021-02-03,716395
Belgium,2021-02-04,718847
Belgium,2021-02-05,721432
Belgium,2021-02-06,723870
Belgium,2021-02-07,725610
Belgium,2021-02-08,726483
Belgium,2021-02-09,728334
Belgium,2021-02-10,730951
Belgium,2021-02-11,733100
Belgium,2021-02-12,735220
Belgium,2021-02-13,737115
Belgium,2021-02-14,738631
Belgium,2021-02-15,739488
Belgium,2021-02-16,741205
Belgium,2021-02-17,743882
Belgium,2021-02-18,746302
Belgium,2021-02-19,749739
Belgium,2021-02-20,752379
Belgium,2021-02-21,754473
Belgium,2021-02-22,755594
Belgium,2021-02-23,757696
Belgium,2021-02-24,760809
Belgium,2021-02-25,763885
Belgium,2021-02-26,766654
Belgium,2021-02-27,769414
Belgium,2021-02-28,771511
Belgium,2021-03-01,772294
Belgium,2021-03-02,774344
Belgium,2021-03-03,777608
Belgium,2021-03-04,780251
Belgium,2021-03-05,783010
Belgium,2021-03-06,785809
Belgium,2021-03-07,787891
Belgium,2021-03-08,789008
Belgium,2021-03-09,791171
Belgium,2021-03-10,794605
Belgium,2021-03-11,798108
Belgium,2021-03-12,801723
Belgium,2021-03-13,805321
Belgium,2021-03-14,808283
Belgium,2021-03-15,809861
Belgium,2021-03-16,813026
Belgium,2021-03-17,818142
Belgium,2021-03-18,822801
Belgium,2021-03-19,827941
Belgium,2021-03-20,827941
Belgium,2021-03-21,837006
Belgium,2021-03-22,839238
Belgium,2021-03-23,842775
Belgium,2021-03-24,849090
Belgium,2021-03-25,854608
Belgium,2021-03-26,860731
Belgium,2021-03-27,866063
Belgium,2021-03-28,870757
Belgium,2021-03-29,872936
Belgium,2021-03-30,876842
Belgium,2021-03-31,882453
Belgium,2021-04-01,887920
Belgium,2021-04-02,892585
Belgium,2021-04-03,897474
Belgium,2021-04-04,900996
Belgium,2021-04-05,902964
Belgium,2021-04-06,904673
Belgium,2021-04-07,908212
Belgium,2021-04-08,913057
Belgium,2021-04-09,917917
Belgium,2021-04-10,922487
Belgium,2021-04-11,925476
Belgium,2021-04-12,927229
Belize,2020-01-22,0
Belize,2020-01-23,0
Belize,2020-01-24,0
Belize,2020-01-25,0
Belize,2020-01-26,0
Belize,2020-01-27,0
Belize,2020-01-28,0
Belize,2020-01-29,0
Belize,2020-01-30,0
Belize,2020-01-31,0
Belize,2020-02-01,0
Belize,2020-02-02,0
Belize,2020-02-03,0
Belize,2020-02-04,0
Belize,2020-02-05,0
Belize,2020-02-06,0
Belize,2020-02-07,0
Belize,2020-02-08,0
Belize,2020-02-09,0
Belize,2020-02-10,0
Belize,2020-02-11,0
Belize,2020-02-12,0
Belize,2020-02-13,0
Belize,2020-02-14,0
Belize,2020-02-15,0
Belize,2020-02-16,0
Belize,2020-02-17,0
Belize,2020-02-18,0
Belize,2020-02-19,0
Belize,2020-02-20,0
Belize,2020-02-21,0
Belize,2020-02-22,0
Belize,2020-02-23,0
Belize,2020-02-24,0
Belize,2020-02-25,0
Belize,2020-02-26,0
Belize,2020-02-27,0
Belize,2020-02-28,0
Belize,2020-02-29,0
Belize,2020-03-01,0
Belize,2020-03-02,0
Belize,2020-03-03,0
Belize,2020-03-04,0
Belize,2020-03-05,0
Belize,2020-03-06,0
Belize,2020-03-07,0
Belize,2020-03-08,0
Belize,2020-03-09,0
Belize,2020-03-10,0
Belize,2020-03-11,0
Belize,2020-03-12,0
Belize,2020-03-13,0
Belize,2020-03-14,0
Belize,2020-03-15,0
Belize,2020-03-16,0
Belize,2020-03-17,0
Belize,2020-03-18,0
Belize,2020-03-19,0
Belize,2020-03-20,0
Belize,2020-03-21,0
Belize,2020-03-22,0
Belize,2020-03-23,1
Belize,2020-03-24,1
Belize,2020-03-25,2
Belize,2020-03-26,2
Belize,2020-03-27,2
Belize,2020-03-28,2
Belize,2020-03-29,2
Belize,2020-03-30,3
Belize,2020-03-31,3
Belize,2020-04-01,3
Belize,2020-04-02,3
Belize,2020-04-03,4
Belize,2020-04-04,4
Belize,2020-04-05,5
Belize,2020-04-06,7
Belize,2020-04-07,7
Belize,2020-04-08,8
Belize,2020-04-09,9
Belize,2020-04-10,10
Belize,2020-04-11,13
Belize,2020-04-12,14
Belize,2020-04-13,18
Belize,2020-04-14,18
Belize,2020-04-15,18
Belize,2020-04-16,18
Belize,2020-04-17,18
Belize,2020-04-18,18
Belize,2020-04-19,18
Belize,2020-04-20,18
Belize,2020-04-21,18
Belize,2020-04-22,18
Belize,2020-04-23,18
Belize,2020-04-24,18
Belize,2020-04-25,18
Belize,2020-04-26,18
Belize,2020-04-27,18
Belize,2020-04-28,18
Belize,2020-04-29,18
Belize,2020-04-30,18
Belize,2020-05-01,18
Belize,2020-05-02,18
Belize,2020-05-03,18
Belize,2020-05-04,18
Belize,2020-05-05,18
Belize,2020-05-06,18
Belize,2020-05-07,18
Belize,2020-05-08,18
Belize,2020-05-09,18
Belize,2020-05-10,18
Belize,2020-05-11,18
Belize,2020-05-12,18
Belize,2020-05-13,18
Belize,2020-05-14,18
Belize,2020-05-15,18
Belize,2020-05-16,18
Belize,2020-05-17,18
Belize,2020-05-18,18
Belize,2020-05-19,18
Belize,2020-05-20,18
Belize,2020-05-21,18
Belize,2020-05-22,18
Belize,2020-05-23,18
Belize,2020-05-24,18
Belize,2020-05-25,18
Belize,2020-05-26,18
Belize,2020-05-27,18
Belize,2020-05-28,18
Belize,2020-05-29,18
Belize,2020-05-30,18
Belize,2020-05-31,18
Belize,2020-06-01,18
Belize,2020-06-02,18
Belize,2020-06-03,18
Belize,2020-06-04,18
Belize,2020-06-05,19
Belize,2020-06-06,19
Belize,2020-06-07,19
Belize,2020-06-08,19
Belize,2020-06-09,20
Belize,2020-06-10,20
Belize,2020-06-11,20
Belize,2020-06-12,20
Belize,2020-06-13,20
Belize,2020-06-14,20
Belize,2020-06-15,21
Belize,2020-06-16,22
Belize,2020-06-17,22
Belize,2020-06-18,22
Belize,2020-06-19,22
Belize,2020-06-20,22
Belize,2020-06-21,22
Belize,2020-06-22,23
Belize,2020-06-23,23
Belize,2020-06-24,23
Belize,2020-06-25,23
Belize,2020-06-26,24
Belize,2020-06-27,24
Belize,2020-06-28,24
Belize,2020-06-29,24
Belize,2020-06-30,24
Belize,2020-07-01,28
Belize,2020-07-02,28
Belize,2020-07-03,30
Belize,2020-07-04,30
Belize,2020-07-05,30
Belize,2020-07-06,30
Belize,2020-07-07,30
Belize,2020-07-08,30
Belize,2020-07-09,30
Belize,2020-07-10,37
Belize,2020-07-11,37
Belize,2020-07-12,37
Belize,2020-07-13,37
Belize,2020-07-14,39
Belize,2020-07-15,39
Belize,2020-07-16,40
Belize,2020-07-17,40
Belize,2020-07-18,40
Belize,2020-07-19,40
Belize,2020-07-20,40
Belize,2020-07-21,42
Belize,2020-07-22,43
Belize,2020-07-23,47
Belize,2020-07-24,48
Belize,2020-07-25,48
Belize,2020-07-26,48
Belize,2020-07-27,48
Belize,2020-07-28,48
Belize,2020-07-29,48
Belize,2020-07-30,48
Belize,2020-07-31,48
Belize,2020-08-01,56
Belize,2020-08-02,57
Belize,2020-08-03,57
Belize,2020-08-04,57
Belize,2020-08-05,86
Belize,2020-08-06,114
Belize,2020-08-07,114
Belize,2020-08-08,146
Belize,2020-08-09,153
Belize,2020-08-10,177
Belize,2020-08-11,177
Belize,2020-08-12,210
Belize,2020-08-13,296
Belize,2020-08-14,356
Belize,2020-08-15,388
Belize,2020-08-16,452
Belize,2020-08-17,475
Belize,2020-08-18,475
Belize,2020-08-19,553
Belize,2020-08-20,605
Belize,2020-08-21,648
Belize,2020-08-22,668
Belize,2020-08-23,686
Belize,2020-08-24,713
Belize,2020-08-25,730
Belize,2020-08-26,760
Belize,2020-08-27,818
Belize,2020-08-28,870
Belize,2020-08-29,964
Belize,2020-08-30,993
Belize,2020-08-31,1007
Belize,2020-09-01,1050
Belize,2020-09-02,1101
Belize,2020-09-03,1101
Belize,2020-09-04,1152
Belize,2020-09-05,1194
Belize,2020-09-06,1194
Belize,2020-09-07,1307
Belize,2020-09-08,1361
Belize,2020-09-09,1365
Belize,2020-09-10,1365
Belize,2020-09-11,1435
Belize,2020-09-12,1458
Belize,2020-09-13,1480
Belize,2020-09-14,1501
Belize,2020-09-15,1528
Belize,2020-09-16,1536
Belize,2020-09-17,1567
Belize,2020-09-18,1590
Belize,2020-09-19,1606
Belize,2020-09-20,1627
Belize,2020-09-21,1635
Belize,2020-09-22,1635
Belize,2020-09-23,1706
Belize,2020-09-24,1706
Belize,2020-09-25,1808
Belize,2020-09-26,1825
Belize,2020-09-27,1825
Belize,2020-09-28,1891
Belize,2020-09-29,1891
Belize,2020-09-30,1992
Belize,2020-10-01,1992
Belize,2020-10-02,2080
Belize,2020-10-03,2080
Belize,2020-10-04,2131
Belize,2020-10-05,2196
Belize,2020-10-06,2243
Belize,2020-10-07,2310
Belize,2020-10-08,2373
Belize,2020-10-09,2427
Belize,2020-10-10,2427
Belize,2020-10-11,2531
Belize,2020-10-12,2569
Belize,2020-10-13,2585
Belize,2020-10-14,2619
Belize,2020-10-15,2682
Belize,2020-10-16,2728
Belize,2020-10-17,2775
Belize,2020-10-18,2813
Belize,2020-10-19,2833
Belize,2020-10-20,2886
Belize,2020-10-21,2937
Belize,2020-10-22,2995
Belize,2020-10-23,3050
Belize,2020-10-24,3106
Belize,2020-10-25,3145
Belize,2020-10-26,3145
Belize,2020-10-27,3200
Belize,2020-10-28,3261
Belize,2020-10-29,3261
Belize,2020-10-30,3462
Belize,2020-10-31,3487
Belize,2020-11-01,3577
Belize,2020-11-02,3624
Belize,2020-11-03,3790
Belize,2020-11-04,3905
Belize,2020-11-05,3977
Belize,2020-11-06,4016
Belize,2020-11-07,4076
Belize,2020-11-08,4176
Belize,2020-11-09,4230
Belize,2020-11-10,4414
Belize,2020-11-11,4520
Belize,2020-11-12,4596
Belize,2020-11-13,4715
Belize,2020-11-14,4783
Belize,2020-11-15,4861
Belize,2020-11-16,4883
Belize,2020-11-17,4920
Belize,2020-11-18,4958
Belize,2020-11-19,5018
Belize,2020-11-20,5056
Belize,2020-11-21,5110
Belize,2020-11-22,5183
Belize,2020-11-23,5249
Belize,2020-11-24,5335
Belize,2020-11-25,5423
Belize,2020-11-26,5515
Belize,2020-11-27,5587
Belize,2020-11-28,5647
Belize,2020-11-29,5743
Belize,2020-11-30,5854
Belize,2020-12-01,5854
Belize,2020-12-02,5854
Belize,2020-12-03,7236
Belize,2020-12-04,7383
Belize,2020-12-05,7601
Belize,2020-12-06,7769
Belize,2020-12-07,7953
Belize,2020-12-08,8013
Belize,2020-12-09,8519
Belize,2020-12-10,8805
Belize,2020-12-11,8965
Belize,2020-12-12,9173
Belize,2020-12-13,9295
Belize,2020-12-14,9377
Belize,2020-12-15,9511
Belize,2020-12-16,9672
Belize,2020-12-17,9791
Belize,2020-12-18,9791
Belize,2020-12-19,9791
Belize,2020-12-20,9791
Belize,2020-12-21,10145
Belize,2020-12-22,10257
Belize,2020-12-23,10370
Belize,2020-12-24,10490
Belize,2020-12-25,10490
Belize,2020-12-26,10490
Belize,2020-12-27,10561
Belize,2020-12-28,10591
Belize,2020-12-29,10668
Belize,2020-12-30,10724
Belize,2020-12-31,10776
Belize,2021-01-01,10776
Belize,2021-01-02,10807
Belize,2021-01-03,10901
Belize,2021-01-04,10938
Belize,2021-01-05,11018
Belize,2021-01-06,11108
Belize,2021-01-07,11152
Belize,2021-01-08,11202
Belize,2021-01-09,11266
Belize,2021-01-10,11303
Belize,2021-01-11,11332
Belize,2021-01-12,11366
Belize,2021-01-13,11419
Belize,2021-01-14,11456
