country,year,age,sex,life expectancy
Canada,2000,60,Both sexes,79.1
Canada,2000,60,Male,76.54
Canada,2000,60,Female,81.55
Canada,2000,0,Both sexes,22.51
Canada,2000,0,Male,20.54
Canada,2000,0,Female,24.27
Central African Republic,2019,60,Both sexes,53.1
Central African Republic,2019,60,Male,50.21
Central African Republic,2019,60,Female,56.26
Central African Republic,2019,0,Both sexes,13.17
Central African Republic,2019,0,Male,11.31
Central African Republic,2019,0,Female,14.85
Central African Republic,2015,60,Both sexes,50.53
Central African Republic,2015,60,Male,48.19
Central African Republic,2015,60,Female,53.03
Central African Republic,2015,0,Both sexes,12.77
Central African Republic,2015,0,Male,10.99
Central African Republic,2015,0,Female,14.4
Central African Republic,2010,60,Both sexes,48.51
Central African Republic,2010,60,Male,46.69
Central African Republic,2010,60,Female,50.44
Central African Republic,2010,0,Both sexes,12.51
Central African Republic,2010,0,Male,10.73
Central African Republic,2010,0,Female,14.2
Central African Republic,2000,60,Both sexes,44.34
Central African Republic,2000,60,Male,43.24
Central African Republic,2000,60,Female,45.52
Central African Republic,2000,0,Both sexes,11.77
Central African Republic,2000,0,Male,10.15
Central African Republic,2000,0,Female,13.37
Chad,2019,60,Both sexes,59.63
Chad,2019,60,Male,57.95
Chad,2019,60,Female,61.34
Chad,2019,0,Both sexes,16.54
Chad,2019,0,Male,15.68
Chad,2019,0,Female,17.34
Chad,2015,60,Both sexes,57.91
Chad,2015,60,Male,56.22
Chad,2015,60,Female,59.63
Chad,2015,0,Both sexes,16.16
Chad,2015,0,Male,15.21
Chad,2015,0,Female,17.05
Chad,2010,60,Both sexes,55.65
Chad,2010,60,Male,53.93
Chad,2010,60,Female,57.43
Chad,2010,0,Both sexes,15.63
Chad,2010,0,Male,14.58
Chad,2010,0,Female,16.64
Chad,2000,60,Both sexes,51.08
Chad,2000,60,Male,49.26
Chad,2000,60,Female,52.98
Chad,2000,0,Both sexes,14.95
Chad,2000,0,Male,13.75
Chad,2000,0,Female,16.11
Chile,2019,60,Both sexes,80.74
Chile,2019,60,Male,78.09
Chile,2019,60,Female,83.25
Chile,2019,0,Both sexes,24.27
Chile,2019,0,Male,22.41
Chile,2019,0,Female,25.88
Chile,2015,60,Both sexes,79.82
Chile,2015,60,Male,76.98
Chile,2015,60,Female,82.51
Chile,2015,0,Both sexes,23.61
Chile,2015,0,Male,21.6
Chile,2015,0,Female,25.35
Chile,2010,60,Both sexes,78.46
Chile,2010,60,Male,75.48
Chile,2010,60,Female,81.3
Chile,2010,0,Both sexes,22.45
Chile,2010,0,Male,20.4
Chile,2010,0,Female,24.22
Chile,2000,60,Both sexes,76.77
Chile,2000,60,Male,73.64
Chile,2000,60,Female,79.77
Chile,2000,0,Both sexes,21.32
Chile,2000,0,Male,19.25
Chile,2000,0,Female,23.09
China,2019,60,Both sexes,77.43
China,2019,60,Male,74.73
China,2019,60,Female,80.49
China,2019,0,Both sexes,21.06
China,2019,0,Male,19.19
China,2019,0,Female,23.08
China,2015,60,Both sexes,76.64
China,2015,60,Male,73.85
China,2015,60,Female,79.87
China,2015,0,Both sexes,20.58
China,2015,0,Male,18.65
China,2015,0,Female,22.74
China,2010,60,Both sexes,74.89
China,2010,60,Male,72.26
China,2010,60,Female,77.94
China,2010,0,Both sexes,19.58
China,2010,0,Male,17.86
China,2010,0,Female,21.52
China,2000,60,Both sexes,71.58
China,2000,60,Male,69.34
China,2000,60,Female,74.15
China,2000,0,Both sexes,18.43
China,2000,0,Male,16.92
China,2000,0,Female,20.09
Colombia,2019,60,Both sexes,79.31
Colombia,2019,60,Male,76.69
Colombia,2019,60,Female,81.87
Colombia,2019,0,Both sexes,23.96
Colombia,2019,0,Male,22.48
Colombia,2019,0,Female,25.27
Colombia,2015,60,Both sexes,78.35
Colombia,2015,60,Male,75.63
Colombia,2015,60,Female,81.01
Colombia,2015,0,Both sexes,23.42
Colombia,2015,0,Male,21
Colombia,2015,0,Female,24.68
Colombia,2010,60,Both sexes,77.09
Colombia,2010,60,Male,74
Colombia,2010,60,Female,80.15
Colombia,2010,0,Both sexes,23.03
Colombia,2010,0,Male,21.64
Colombia,2010,0,Female,24.27
Colombia,2000,60,Both sexes,73.75
Colombia,2000,60,Male,69.71
Colombia,2000,60,Female,77.85
Colombia,2000,0,Both sexes,21.74
Colombia,2000,0,Male,20.29
Colombia,2000,0,Female,23.06
Comoros,2019,60,Both sexes,67.39
Comoros,2019,60,Male,65.92
Comoros,2019,60,Female,68.88
Comoros,2019,0,Both sexes,18.13
Comoros,2019,0,Male,17.44
Comoros,2019,0,Female,18.75
Comoros,2015,60,Both sexes,66.45
Comoros,2015,60,Male,65.07
Comoros,2015,60,Female,67.84
Comoros,2015,0,Both sexes,17.92
Comoros,2015,0,Male,17.22
Comoros,2015,0,Female,18.54
Comoros,2010,60,Both sexes,64.98
Comoros,2010,60,Male,63.6
Comoros,2010,60,Female,66.35
Comoros,2010,0,Both sexes,17.6
Comoros,2010,0,Male,16.92
Comoros,2010,0,Female,18.21
Comoros,2000,60,Both sexes,61.51
Comoros,2000,60,Male,60.15
Comoros,2000,60,Female,62.86
Comoros,2000,0,Both sexes,16.34
Comoros,2000,0,Male,15.56
Comoros,2000,0,Female,17.03
Congo,2019,60,Both sexes,64.74
Congo,2019,60,Male,63.81
Congo,2019,60,Female,65.61
Congo,2019,0,Both sexes,16.45
Congo,2019,0,Male,15.71
Congo,2019,0,Female,17.07
Congo,2015,60,Both sexes,63.11
Congo,2015,60,Male,62.56
Congo,2015,60,Female,63.59
Congo,2015,0,Both sexes,16.11
Congo,2015,0,Male,15.51
Congo,2015,0,Female,16.6
Congo,2010,60,Both sexes,60.95
Congo,2010,60,Male,60.99
Congo,2010,60,Female,60.85
Congo,2010,0,Both sexes,15.67
Congo,2010,0,Male,15.16
Congo,2010,0,Female,16.05
Congo,2000,60,Both sexes,52.12
Congo,2000,60,Male,51.54
Congo,2000,60,Female,52.58
Congo,2000,0,Both sexes,13.87
Congo,2000,0,Male,12.78
Congo,2000,0,Female,14.73
Costa Rica,2019,60,Both sexes,80.85
Costa Rica,2019,60,Male,78.31
Costa Rica,2019,60,Female,83.44
Costa Rica,2019,0,Both sexes,25.03
Costa Rica,2019,0,Male,23.58
Costa Rica,2019,0,Female,26.4
Costa Rica,2015,60,Both sexes,80.78
Costa Rica,2015,60,Male,78.16
Costa Rica,2015,60,Female,83.47
Costa Rica,2015,0,Both sexes,24.87
Costa Rica,2015,0,Male,23.32
Costa Rica,2015,0,Female,26.36
Costa Rica,2010,60,Both sexes,79.56
Costa Rica,2010,60,Male,76.98
Costa Rica,2010,60,Female,82.22
Costa Rica,2010,0,Both sexes,23.97
Costa Rica,2010,0,Male,22.49
Costa Rica,2010,0,Female,25.4
Costa Rica,2000,60,Both sexes,78
Costa Rica,2000,60,Male,75.47
Costa Rica,2000,60,Female,80.63
Costa Rica,2000,0,Both sexes,22.38
Costa Rica,2000,0,Male,20.78
Costa Rica,2000,0,Female,23.96
Cote d'Ivoire,2019,60,Both sexes,62.92
Cote d'Ivoire,2019,60,Male,60.53
Cote d'Ivoire,2019,60,Female,65.81
Cote d'Ivoire,2019,0,Both sexes,17.08
Cote d'Ivoire,2019,0,Male,15.84
Cote d'Ivoire,2019,0,Female,18.69
Cote d'Ivoire,2015,60,Both sexes,60.2
Cote d'Ivoire,2015,60,Male,57.98
Cote d'Ivoire,2015,60,Female,62.96
Cote d'Ivoire,2015,0,Both sexes,16.39
Cote d'Ivoire,2015,0,Male,15.07
Cote d'Ivoire,2015,0,Female,18.14
Cote d'Ivoire,2010,60,Both sexes,56.62
Cote d'Ivoire,2010,60,Male,54.81
Cote d'Ivoire,2010,60,Female,58.94
Cote d'Ivoire,2010,0,Both sexes,15.65
Cote d'Ivoire,2010,0,Male,14.26
Cote d'Ivoire,2010,0,Female,17.52
Cote d'Ivoire,2000,60,Both sexes,50.33
Cote d'Ivoire,2000,60,Male,48.94
Cote d'Ivoire,2000,60,Female,52.31
Cote d'Ivoire,2000,0,Both sexes,14.5
Cote d'Ivoire,2000,0,Male,12.91
Cote d'Ivoire,2000,0,Female,16.81
Croatia,2019,60,Both sexes,78.64
Croatia,2019,60,Male,75.54
Croatia,2019,60,Female,81.6
Croatia,2019,0,Both sexes,21.76
Croatia,2019,0,Male,19.44
Croatia,2019,0,Female,23.75
Croatia,2015,60,Both sexes,77.58
Croatia,2015,60,Male,74.3
Croatia,2015,60,Female,80.73
Croatia,2015,0,Both sexes,21.05
Croatia,2015,0,Male,18.59
Croatia,2015,0,Female,23.16
Croatia,2010,60,Both sexes,76.72
Croatia,2010,60,Male,73.41
Croatia,2010,60,Female,79.91
Croatia,2010,0,Both sexes,20.42
Croatia,2010,0,Male,18.09
Croatia,2010,0,Female,22.39
Croatia,2000,60,Both sexes,74.36
Croatia,2000,60,Male,70.74
Croatia,2000,60,Female,77.88
Croatia,2000,0,Both sexes,19.02
Croatia,2000,0,Male,16.69
Croatia,2000,0,Female,20.91
Cuba,2019,60,Both sexes,77.76
Cuba,2019,60,Male,75.37
Cuba,2019,60,Female,80.25
Cuba,2019,0,Both sexes,21.59
Cuba,2019,0,Male,19.98
Cuba,2019,0,Female,23.18
Cuba,2015,60,Both sexes,77.91
Cuba,2015,60,Male,75.7
Cuba,2015,60,Female,80.19
Cuba,2015,0,Both sexes,21.81
Cuba,2015,0,Male,20.34
Cuba,2015,0,Female,23.24
Cuba,2010,60,Both sexes,77.65
Cuba,2010,60,Male,75.55
Cuba,2010,60,Female,79.82
Cuba,2010,0,Both sexes,21.53
Cuba,2010,0,Male,20.14
Cuba,2010,0,Female,22.91
Cuba,2000,60,Both sexes,76.76
Cuba,2000,60,Male,74.59
Cuba,2000,60,Female,79.04
Cuba,2000,0,Both sexes,21.6
Cuba,2000,0,Male,20.23
Cuba,2000,0,Female,22.98
Cyprus,2019,60,Both sexes,83.14
Cyprus,2019,60,Male,81.12
Cyprus,2019,60,Female,85.12
Cyprus,2019,0,Both sexes,24.92
Cyprus,2019,0,Male,23.31
Cyprus,2019,0,Female,26.43
Cyprus,2015,60,Both sexes,82.01
Cyprus,2015,60,Male,79.89
Cyprus,2015,60,Female,84.12
Cyprus,2015,0,Both sexes,24.17
Cyprus,2015,0,Male,22.61
Cyprus,2015,0,Female,25.64
Cyprus,2010,60,Both sexes,81.02
Cyprus,2010,60,Male,78.93
Cyprus,2010,60,Female,83.1
Cyprus,2010,0,Both sexes,23.54
Cyprus,2010,0,Male,22.16
Cyprus,2010,0,Female,24.83
Cyprus,2000,60,Both sexes,78.75
Cyprus,2000,60,Male,76.53
Cyprus,2000,60,Female,80.99
Cyprus,2000,0,Both sexes,21.86
Cyprus,2000,0,Male,20.37
Cyprus,2000,0,Female,23.24
Czechia,2019,60,Both sexes,79.13
Czechia,2019,60,Male,76.3
Czechia,2019,60,Female,81.93
Czechia,2019,0,Both sexes,22.07
Czechia,2019,0,Male,19.93
Czechia,2019,0,Female,24
Czechia,2015,60,Both sexes,78.46
Czechia,2015,60,Male,75.57
Czechia,2015,60,Female,81.3
Czechia,2015,0,Both sexes,21.5
Czechia,2015,0,Male,19.34
Czechia,2015,0,Female,23.4
Czechia,2010,60,Both sexes,77.56
Czechia,2010,60,Male,74.41
Czechia,2010,60,Female,80.65
Czechia,2010,0,Both sexes,21.01
Czechia,2010,0,Male,18.77
Czechia,2010,0,Female,22.95
Czechia,2000,60,Both sexes,74.95
Czechia,2000,60,Male,71.53
Czechia,2000,60,Female,78.29
Czechia,2000,0,Both sexes,19.34
Czechia,2000,0,Male,17.03
Czechia,2000,0,Female,21.26
North Korea,2019,60,Both sexes,72.63
North Korea,2019,60,Male,69.29
North Korea,2019,60,Female,75.69
North Korea,2019,0,Both sexes,19.1
North Korea,2019,0,Male,16.8
North Korea,2019,0,Female,20.77
North Korea,2015,60,Both sexes,71.76
North Korea,2015,60,Male,68.42
North Korea,2015,60,Female,74.78
North Korea,2015,0,Both sexes,18.61
North Korea,2015,0,Male,16.31
North Korea,2015,0,Female,20.23
North Korea,2010,60,Both sexes,70.18
North Korea,2010,60,Male,66.93
North Korea,2010,60,Female,73.09
North Korea,2010,0,Both sexes,17.99
North Korea,2010,0,Male,15.8
North Korea,2010,0,Female,19.47
North Korea,2000,60,Both sexes,63.95
North Korea,2000,60,Male,60.79
North Korea,2000,60,Female,66.84
North Korea,2000,0,Both sexes,15.52
North Korea,2000,0,Male,13.53
North Korea,2000,0,Female,16.77
Congo,2019,60,Both sexes,62.35
Congo,2019,60,Male,60
Congo,2019,60,Female,64.82
Congo,2019,0,Both sexes,16.63
Congo,2019,0,Male,15.35
Congo,2019,0,Female,17.88
Congo,2015,60,Both sexes,60.44
Congo,2015,60,Male,58.25
Congo,2015,60,Female,62.73
Congo,2015,0,Both sexes,16.25
Congo,2015,0,Male,14.93
Congo,2015,0,Female,17.52
Congo,2010,60,Both sexes,57.51
Congo,2010,60,Male,55.65
Congo,2010,60,Female,59.42
Congo,2010,0,Both sexes,15.49
Congo,2010,0,Male,14.14
Congo,2010,0,Female,16.77
Congo,2000,60,Both sexes,52.44
Congo,2000,60,Male,50.46
Congo,2000,60,Female,54.49
Congo,2000,0,Both sexes,14.88
Congo,2000,0,Male,13.28
Congo,2000,0,Female,16.38
Denmark,2019,60,Both sexes,81.32
Denmark,2019,60,Male,79.59
Denmark,2019,60,Female,83.02
Denmark,2019,0,Both sexes,23.59
Denmark,2019,0,Male,22.26
Denmark,2019,0,Female,24.85
Denmark,2015,60,Both sexes,80.59
Denmark,2015,60,Male,78.8
Denmark,2015,60,Female,82.35
Denmark,2015,0,Both sexes,23.16
Denmark,2015,0,Male,21.78
Denmark,2015,0,Female,24.45
Denmark,2010,60,Both sexes,79.17
Denmark,2010,60,Male,77.2
Denmark,2010,60,Female,81.1
Denmark,2010,0,Both sexes,22.19
Denmark,2010,0,Male,20.76
Denmark,2010,0,Female,23.5
Denmark,2000,60,Both sexes,76.93
Denmark,2000,60,Male,74.66
Denmark,2000,60,Female,79.13
Denmark,2000,0,Both sexes,20.63
Denmark,2000,0,Male,18.97
Denmark,2000,0,Female,22.08
Djibouti,2019,60,Both sexes,65.81
Djibouti,2019,60,Male,64.1
Djibouti,2019,60,Female,67.78
Djibouti,2019,0,Both sexes,17.76
Djibouti,2019,0,Male,16.63
Djibouti,2019,0,Female,18.96
Djibouti,2015,60,Both sexes,64.64
Djibouti,2015,60,Male,62.84
Djibouti,2015,60,Female,66.62
Djibouti,2015,0,Both sexes,17.48
Djibouti,2015,0,Male,16.31
Djibouti,2015,0,Female,18.73
Djibouti,2010,60,Both sexes,61.87
Djibouti,2010,60,Male,60.63
Djibouti,2010,60,Female,63.26
Djibouti,2010,0,Both sexes,17.06
Djibouti,2010,0,Male,15.81
Djibouti,2010,0,Female,18.42
Djibouti,2000,60,Both sexes,59.84
Djibouti,2000,60,Male,57.87
Djibouti,2000,60,Female,61.96
Djibouti,2000,0,Both sexes,16.29
Djibouti,2000,0,Male,14.92
Djibouti,2000,0,Female,17.68
Dominican Republic,2019,60,Both sexes,72.84
Dominican Republic,2019,60,Male,69.76
Dominican Republic,2019,60,Female,76.19
Dominican Republic,2019,0,Both sexes,20.65
Dominican Republic,2019,0,Male,18.99
Dominican Republic,2019,0,Female,22.36
Dominican Republic,2015,60,Both sexes,71.75
Dominican Republic,2015,60,Male,68.62
Dominican Republic,2015,60,Female,75.2
Dominican Republic,2015,0,Both sexes,20.24
Dominican Republic,2015,0,Male,18.55
Dominican Republic,2015,0,Female,22.02
Dominican Republic,2010,60,Both sexes,73.17
Dominican Republic,2010,60,Male,70.43
Dominican Republic,2010,60,Female,76.14
Dominican Republic,2010,0,Both sexes,21.38
Dominican Republic,2010,0,Male,19.98
Dominican Republic,2010,0,Female,22.85
Dominican Republic,2000,60,Both sexes,73.22
Dominican Republic,2000,60,Male,70.22
Dominican Republic,2000,60,Female,76.66
Dominican Republic,2000,0,Both sexes,22.42
Dominican Republic,2000,0,Male,20.74
Dominican Republic,2000,0,Female,24.38
Ecuador,2019,60,Both sexes,78.45
Ecuador,2019,60,Male,76.41
Ecuador,2019,60,Female,80.5
Ecuador,2019,0,Both sexes,23.2
Ecuador,2019,0,Male,22.04
Ecuador,2019,0,Female,24.31
Ecuador,2015,60,Both sexes,77.18
Ecuador,2015,60,Male,74.92
Ecuador,2015,60,Female,79.5
Ecuador,2015,0,Both sexes,22.53
Ecuador,2015,0,Male,21.4
Ecuador,2015,0,Female,23.61
Ecuador,2010,60,Both sexes,75.02
Ecuador,2010,60,Male,72.31
Ecuador,2010,60,Female,77.86
Ecuador,2010,0,Both sexes,21.62
Ecuador,2010,0,Male,20.44
Ecuador,2010,0,Female,22.77
Ecuador,2000,60,Both sexes,74.53
Ecuador,2000,60,Male,71.91
Ecuador,2000,60,Female,77.27
Ecuador,2000,0,Both sexes,21.94
Ecuador,2000,0,Male,20.75
Ecuador,2000,0,Female,23.09
Egypt,2019,60,Both sexes,71.82
Egypt,2019,60,Male,69.59
Egypt,2019,60,Female,74.14
Egypt,2019,0,Both sexes,17.83
Egypt,2019,0,Male,16.49
Egypt,2019,0,Female,19.11
Egypt,2015,60,Both sexes,70.49
Egypt,2015,60,Male,68.22
Egypt,2015,60,Female,72.89
Egypt,2015,0,Both sexes,17.03
Egypt,2015,0,Male,15.73
Egypt,2015,0,Female,18.26
Egypt,2010,60,Both sexes,70.2
Egypt,2010,60,Male,67.82
Egypt,2010,60,Female,72.69
Egypt,2010,0,Both sexes,17.75
Egypt,2010,0,Male,16.31
Egypt,2010,0,Female,19.07
Egypt,2000,60,Both sexes,69.82
Egypt,2000,60,Male,67.29
Egypt,2000,60,Female,72.42
Egypt,2000,0,Both sexes,18.46
Egypt,2000,0,Male,16.77
Egypt,2000,0,Female,19.99
El Salvador,2019,60,Both sexes,75.03
El Salvador,2019,60,Male,70.58
El Salvador,2019,60,Female,79.13
El Salvador,2019,0,Both sexes,22.12
El Salvador,2019,0,Male,20.42
El Salvador,2019,0,Female,23.57
El Salvador,2015,60,Both sexes,73.25
El Salvador,2015,60,Male,68.12
El Salvador,2015,60,Female,78.02
El Salvador,2015,0,Both sexes,21.76
El Salvador,2015,0,Male,20.43
El Salvador,2015,0,Female,22.85
El Salvador,2010,60,Both sexes,74.5
El Salvador,2010,60,Male,70.62
El Salvador,2010,60,Female,78.04
El Salvador,2010,0,Both sexes,22.08
El Salvador,2010,0,Male,21.04
El Salvador,2010,0,Female,22.96
El Salvador,2000,60,Both sexes,72.5
El Salvador,2000,60,Male,68.39
El Salvador,2000,60,Female,76.48
El Salvador,2000,0,Both sexes,21.44
El Salvador,2000,0,Male,20.18
El Salvador,2000,0,Female,22.58
Equatorial Guinea,2019,60,Both sexes,62.19
Equatorial Guinea,2019,60,Male,60.87
Equatorial Guinea,2019,60,Female,63.58
Equatorial Guinea,2019,0,Both sexes,17.64
Equatorial Guinea,2019,0,Male,16.54
Equatorial Guinea,2019,0,Female,18.81
Equatorial Guinea,2015,60,Both sexes,61.13
Equatorial Guinea,2015,60,Male,60.28
Equatorial Guinea,2015,60,Female,61.83
Equatorial Guinea,2015,0,Both sexes,17.72
Equatorial Guinea,2015,0,Male,16.8
Equatorial Guinea,2015,0,Female,18.71
Equatorial Guinea,2010,60,Both sexes,59.65
Equatorial Guinea,2010,60,Male,59.75
Equatorial Guinea,2010,60,Female,59.12
Equatorial Guinea,2010,0,Both sexes,17.61
Equatorial Guinea,2010,0,Male,16.95
Equatorial Guinea,2010,0,Female,18.28
Equatorial Guinea,2000,60,Both sexes,54.31
Equatorial Guinea,2000,60,Male,52.37
Equatorial Guinea,2000,60,Female,56.49
Equatorial Guinea,2000,0,Both sexes,15.49
Equatorial Guinea,2000,0,Male,13
Equatorial Guinea,2000,0,Female,17.14
Eritrea,2019,60,Both sexes,64.08
Eritrea,2019,60,Male,61.3
Eritrea,2019,60,Female,67.07
Eritrea,2019,0,Both sexes,15.5
Eritrea,2019,0,Male,14.13
Eritrea,2019,0,Female,16.82
Eritrea,2015,60,Both sexes,62.29
Eritrea,2015,60,Male,59.4
Eritrea,2015,60,Female,65.45
Eritrea,2015,0,Both sexes,15.08
Eritrea,2015,0,Male,13.58
Eritrea,2015,0,Female,16.55
Eritrea,2010,60,Both sexes,60.7
Eritrea,2010,60,Male,57.78
Eritrea,2010,60,Female,63.97
Eritrea,2010,0,Both sexes,14.53
Eritrea,2010,0,Male,12.9
Eritrea,2010,0,Female,16.22
Eritrea,2000,60,Both sexes,54.51
Eritrea,2000,60,Male,51.16
Eritrea,2000,60,Female,58.48
Eritrea,2000,0,Both sexes,13.51
Eritrea,2000,0,Male,11.7
Eritrea,2000,0,Female,15.56
Estonia,2019,60,Both sexes,78.88
Estonia,2019,60,Male,74.7
Estonia,2019,60,Female,82.6
Estonia,2019,0,Both sexes,22.53
Estonia,2019,0,Male,19.26
Estonia,2019,0,Female,24.99
Estonia,2015,60,Both sexes,77.6
Estonia,2015,60,Male,73.03
Estonia,2015,60,Female,81.71
Estonia,2015,0,Both sexes,21.92
Estonia,2015,0,Male,18.62
Estonia,2015,0,Female,24.32
Estonia,2010,60,Both sexes,75.87
Estonia,2010,60,Male,70.86
Estonia,2010,60,Female,80.45
Estonia,2010,0,Both sexes,20.75
Estonia,2010,0,Male,17.34
Estonia,2010,0,Female,23.2
Estonia,2000,60,Both sexes,70.94
Estonia,2000,60,Male,65.6
Estonia,2000,60,Female,76.17
Estonia,2000,0,Both sexes,18.61
Estonia,2000,0,Male,15.39
Estonia,2000,0,Female,20.94
Eswatini,2019,60,Both sexes,57.73
Eswatini,2019,60,Male,53.36
Eswatini,2019,60,Female,63.18
Eswatini,2019,0,Both sexes,15.1
Eswatini,2019,0,Male,12.41
Eswatini,2019,0,Female,17.71
Eswatini,2015,60,Both sexes,54.05
Eswatini,2015,60,Male,50.25
Eswatini,2015,60,Female,58.71
Eswatini,2015,0,Both sexes,14.65
Eswatini,2015,0,Male,11.93
Eswatini,2015,0,Female,17.1
Eswatini,2010,60,Both sexes,47.43
Eswatini,2010,60,Male,44.86
Eswatini,2010,60,Female,50.76
Eswatini,2010,0,Both sexes,13.35
Eswatini,2010,0,Male,10.82
Eswatini,2010,0,Female,15.66
Eswatini,2000,60,Both sexes,47.05
Eswatini,2000,60,Male,44.81
Eswatini,2000,60,Female,49.44
Eswatini,2000,0,Both sexes,13.58
Eswatini,2000,0,Male,11.18
Eswatini,2000,0,Female,15.89
Ethiopia,2019,60,Both sexes,68.7
Ethiopia,2019,60,Male,66.9
Ethiopia,2019,60,Female,70.52
Ethiopia,2019,0,Both sexes,18.45
Ethiopia,2019,0,Male,17.44
Ethiopia,2019,0,Female,19.4
Ethiopia,2015,60,Both sexes,66.82
Ethiopia,2015,60,Male,65.04
Ethiopia,2015,60,Female,68.64
Ethiopia,2015,0,Both sexes,18.08
Ethiopia,2015,0,Male,17.04
Ethiopia,2015,0,Female,19.09
Ethiopia,2010,60,Both sexes,62.92
Ethiopia,2010,60,Male,61.33
Ethiopia,2010,60,Female,64.55
Ethiopia,2010,0,Both sexes,17.28
Ethiopia,2010,0,Male,16.29
Ethiopia,2010,0,Female,18.29
Ethiopia,2000,60,Both sexes,50.58
Ethiopia,2000,60,Male,49.52
Ethiopia,2000,60,Female,51.7
Ethiopia,2000,0,Both sexes,14.15
Ethiopia,2000,0,Male,13.42
Ethiopia,2000,0,Female,14.91
Fiji,2019,60,Both sexes,68.01
Fiji,2019,60,Male,65.93
Fiji,2019,60,Female,70.28
Fiji,2019,0,Both sexes,16.18
Fiji,2019,0,Male,14.88
Fiji,2019,0,Female,17.49
Fiji,2015,60,Both sexes,67.83
Fiji,2015,60,Male,65.77
Fiji,2015,60,Female,70.08
Fiji,2015,0,Both sexes,15.99
Fiji,2015,0,Male,14.76
Fiji,2015,0,Female,17.23
Fiji,2010,60,Both sexes,67.6
Fiji,2010,60,Male,65.86
Fiji,2010,60,Female,69.52
Fiji,2010,0,Both sexes,15.78
Fiji,2010,0,Male,14.77
Fiji,2010,0,Female,16.84
Fiji,2000,60,Both sexes,65.9
Fiji,2000,60,Male,63.69
Fiji,2000,60,Female,68.43
Fiji,2000,0,Both sexes,14.7
Fiji,2000,0,Male,13.31
Fiji,2000,0,Female,16.25
Finland,2019,60,Both sexes,81.61
Finland,2019,60,Male,79.16
Finland,2019,60,Female,84.04
Finland,2019,0,Both sexes,24.16
Finland,2019,0,Male,22.36
Finland,2019,0,Female,25.81
Finland,2015,60,Both sexes,81.21
Finland,2015,60,Male,78.53
Finland,2015,60,Female,83.85
Finland,2015,0,Both sexes,23.91
Finland,2015,0,Male,21.95
Finland,2015,0,Female,25.68
Finland,2010,60,Both sexes,79.88
Finland,2010,60,Male,76.68
Finland,2010,60,Female,83.04
Finland,2010,0,Both sexes,23.29
Finland,2010,0,Male,21.03
Finland,2010,0,Female,25.28
Finland,2000,60,Both sexes,77.6
Finland,2000,60,Male,74.13
Finland,2000,60,Female,80.91
Finland,2000,0,Both sexes,21.6
Finland,2000,0,Male,19.17
Finland,2000,0,Female,23.56
France,2019,60,Both sexes,82.48
France,2019,60,Male,79.76
France,2019,60,Female,85.09
France,2019,0,Both sexes,25.34
France,2019,0,Male,23.27
France,2019,0,Female,27.21
France,2015,60,Both sexes,81.91
France,2015,60,Male,78.99
France,2015,60,Female,84.72
France,2015,0,Both sexes,25.01
France,2015,0,Male,22.85
France,2015,0,Female,26.93
France,2010,60,Both sexes,81.22
France,2010,60,Male,77.96
France,2010,60,Female,84.34
France,2010,0,Both sexes,24.71
France,2010,0,Male,22.35
France,2010,0,Female,26.77
France,2000,60,Both sexes,78.91
France,2000,60,Male,75.24
France,2000,60,Female,82.52
France,2000,0,Both sexes,23.01
France,2000,0,Male,20.39
France,2000,0,Female,25.29
Gabon,2019,60,Both sexes,66.47
Gabon,2019,60,Male,63.59
Gabon,2019,60,Female,69.73
Gabon,2019,0,Both sexes,17.17
Gabon,2019,0,Male,15.15
Gabon,2019,0,Female,19.25
Gabon,2015,60,Both sexes,64.93
Gabon,2015,60,Male,62.11
Gabon,2015,60,Female,68.09
Gabon,2015,0,Both sexes,16.91
Gabon,2015,0,Male,14.87
Gabon,2015,0,Female,18.98
Gabon,2010,60,Both sexes,62.16
Gabon,2010,60,Male,60.12
Gabon,2010,60,Female,64.25
Gabon,2010,0,Both sexes,16.36
Gabon,2010,0,Male,14.43
Gabon,2010,0,Female,18.23
Gabon,2000,60,Both sexes,58.1
Gabon,2000,60,Male,56.15
Gabon,2000,60,Female,60.1
Gabon,2000,0,Both sexes,15.23
Gabon,2000,0,Male,13.41
Gabon,2000,0,Female,16.96
Gambia,2019,60,Both sexes,65.47
Gambia,2019,60,Male,63.42
Gambia,2019,60,Female,67.65
Gambia,2019,0,Both sexes,16.85
Gambia,2019,0,Male,15.77
Gambia,2019,0,Female,18.04
Gambia,2015,60,Both sexes,64.14
Gambia,2015,60,Male,62.18
Gambia,2015,60,Female,66.28
Gambia,2015,0,Both sexes,16.67
Gambia,2015,0,Male,15.57
Gambia,2015,0,Female,17.88
Gambia,2010,60,Both sexes,62.42
Gambia,2010,60,Male,60.59
Gambia,2010,60,Female,64.47
Gambia,2010,0,Both sexes,16.45
Gambia,2010,0,Male,15.31
Gambia,2010,0,Female,17.74
Gambia,2000,60,Both sexes,59.24
Gambia,2000,60,Male,57.17
Gambia,2000,60,Female,61.63
Gambia,2000,0,Both sexes,16.21
Gambia,2000,0,Male,14.94
Gambia,2000,0,Female,17.65
Georgia,2019,60,Both sexes,73.28
Georgia,2019,60,Male,68.79
Georgia,2019,60,Female,77.76
Georgia,2019,0,Both sexes,18.76
Georgia,2019,0,Male,16.05
Georgia,2019,0,Female,21.02
Georgia,2015,60,Both sexes,72.58
